Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,592.9749755859375,576.5,580.5,589.2999877929688,2248542.0,462.6055603027344
2012-01-03,604.9500122070312,590.0,591.625,598.7999877929688,2708884.0,470.06304931640625
2012-01-04,602.5,584.6500244140625,602.4500122070312,586.5,2386770.0,460.40740966796875
2012-01-05,592.5,583.6749877929688,586.4000244140625,586.0,2547312.0,460.014892578125
2012-01-06,594.1749877929688,578.4000244140625,583.0,584.7000122070312,2119728.0,458.9944763183594
2012-01-09,589.8499755859375,582.625,585.5,585.6749877929688,1509028.0,459.7597351074219
2012-01-10,592.75,579.25,587.5,582.7000122070312,3591790.0,457.4244079589844
2012-01-11,587.5,566.5750122070312,585.7000122070312,568.5,5675380.0,446.2772216796875
2012-01-12,557.5,534.3250122070312,550.5,544.75,9528684.0,427.63323974609375
2012-01-13,551.6749877929688,536.5,548.5750122070312,542.875,4019828.0,426.1615295410156
2012-01-16,557.0,539.4500122070312,542.0,554.7000122070312,3047202.0,435.444091796875
2012-01-17,562.3499755859375,547.0,559.9500122070312,551.9749755859375,3704218.0,433.3049621582031
2012-01-18,548.1500244140625,522.6500244140625,540.0,538.0750122070312,11665532.0,422.3934326171875
2012-01-19,544.4500122070312,532.7000122070312,543.5,537.7750244140625,4163292.0,422.15789794921875
2012-01-20,545.4749755859375,536.5,539.9749755859375,539.75,2572694.0,423.7083740234375
2012-01-23,545.7249755859375,537.0750122070312,543.0,538.8499755859375,2130496.0,423.0017395019531
2012-01-24,547.5,539.0,544.0,544.3499755859375,2641310.0,427.31927490234375
2012-01-25,554.9749755859375,545.5250244140625,547.4500122070312,549.0,5845238.0,433.3578796386719
2012-01-27,560.2750244140625,550.0499877929688,552.5,554.375,5209718.0,437.6006774902344
2012-01-30,559.4749755859375,550.375,551.25,555.875,2595558.0,438.7847900390625
2012-01-31,567.9500122070312,556.5,556.5,566.2000122070312,3538120.0,446.9347839355469
2012-02-01,567.5,554.125,564.7000122070312,564.3499755859375,2288804.0,445.4745788574219
2012-02-02,576.3250122070312,565.1500244140625,568.0,574.0,3386140.0,453.0919189453125
2012-02-03,588.0,570.5,572.5,585.7750244140625,2777558.0,462.3866271972656
2012-02-06,600.0250244140625,586.6749877929688,591.8499755859375,596.9249877929688,3427196.0,471.18792724609375
2012-02-07,604.8499755859375,595.9500122070312,604.8499755859375,599.0,3407656.0,472.8258056640625
2012-02-08,613.4249877929688,605.5,608.2000122070312,609.8250122070312,3627184.0,481.3705749511719
2012-02-09,616.0,594.0,605.5499877929688,614.2999877929688,3038062.0,484.90301513671875
2012-02-10,619.0,606.0,614.0,616.7000122070312,2324302.0,486.7974548339844
2012-02-13,618.9749755859375,607.0,611.0999755859375,612.8499755859375,1631770.0,483.7584228515625
2012-02-14,614.7750244140625,607.5,612.5,610.0,1826646.0,481.5089111328125
2012-02-15,624.4000244140625,609.75,613.5750122070312,620.7999877929688,2167166.0,490.03387451171875
2012-02-16,621.0,609.0,619.0,612.6749877929688,1886660.0,483.6202697753906
2012-02-17,627.0,610.5,617.4249877929688,614.375,4096568.0,484.9622802734375
2012-02-21,620.0,602.375,611.7750244140625,618.5250244140625,2489504.0,488.23797607421875
2012-02-22,633.4249877929688,614.5,617.5,626.1749877929688,3141826.0,494.276611328125
2012-02-23,637.4500122070312,622.0,624.5250244140625,629.9000244140625,4086880.0,497.2171325683594
2012-02-24,640.4249877929688,628.625,629.5,635.0,2346400.0,501.24273681640625
2012-02-27,639.9749755859375,622.7999877929688,639.5,626.0250244140625,1861370.0,494.1581115722656
2012-02-28,630.2000122070312,609.5499877929688,627.625,613.2750244140625,3973490.0,484.09393310546875
2012-02-29,620.0,606.125,620.0,610.9749755859375,3060216.0,482.2781982421875
2012-03-01,613.4749755859375,605.0250244140625,611.5,609.7999877929688,1568594.0,481.3508605957031
2012-03-02,613.5,603.5,613.0,608.625,2309232.0,480.42315673828125
2012-03-05,611.2249755859375,600.5,607.0,603.6500244140625,1540878.0,476.4962463378906
2012-03-06,610.6500244140625,594.5,601.5,601.0,1717722.0,474.4045715332031
2012-03-07,603.0,593.2750244140625,597.5,596.4249877929688,1945666.0,470.7931213378906
2012-03-09,613.5,601.4749755859375,613.5,604.2750244140625,2225758.0,476.9898681640625
2012-03-12,609.4249877929688,591.5999755859375,607.9500122070312,594.5250244140625,2240278.0,469.2935485839844
