Date,High,Low,Open,Close,Volume,Adj Close
2008-06-09,459.9800109863281,422.8999938964844,451.2200012207031,441.42999267578125,8441565.0,322.4780578613281
2008-06-10,442.989990234375,412.4599914550781,438.0,420.7799987792969,8801815.0,307.3926086425781
2008-06-11,442.3999938964844,423.0,427.4800109863281,437.1199951171875,4516810.0,319.32940673828125
2008-06-12,443.0,400.2200012207031,429.0,434.8500061035156,8582725.0,317.6712341308594
2008-06-13,440.0,421.0,438.0,425.8399963378906,4156980.0,311.0890808105469
2008-06-16,448.6000061035156,429.3500061035156,430.04998779296875,432.1199951171875,5204765.0,315.67681884765625
2008-06-17,461.6000061035156,433.0,434.3999938964844,459.44000244140625,3613415.0,335.6348876953125
2008-06-18,469.0,454.1099853515625,460.0,462.94000244140625,4036340.0,338.19171142578125
2008-06-19,456.9800109863281,438.510009765625,451.0,446.55999755859375,2814760.0,326.22564697265625
2008-06-20,469.0,428.25,449.0,434.5199890136719,8524005.0,317.4300842285156
2008-06-23,448.9599914550781,428.0,430.0,442.7699890136719,5201205.0,323.4569396972656
2008-06-24,458.0,430.79998779296875,444.0,452.8500061035156,4689540.0,330.82073974609375
2008-06-25,439.9800109863281,427.3999938964844,439.79998779296875,433.739990234375,5831895.0,316.8602600097656
2008-06-26,454.0,434.0,434.0,447.25,9290175.0,326.729736328125
2008-06-27,433.3999938964844,406.25,433.3999938964844,410.4800109863281,5975035.0,317.6223449707031
2008-06-30,417.0,386.0,411.3999938964844,392.9700012207031,6342190.0,304.0733642578125
2008-07-01,399.94000244140625,358.6300048828125,392.9599914550781,367.75,5484220.0,284.5585632324219
2008-07-02,419.6000061035156,350.20001220703125,366.0,407.3699951171875,9286030.0,315.2158508300781
2008-07-03,404.0,373.0,400.0,388.1600036621094,5463930.0,300.35150146484375
2008-07-04,414.79998779296875,384.20001220703125,384.510009765625,411.4800109863281,3269020.0,318.3960876464844
2008-07-07,422.0,402.32000732421875,415.6000061035156,411.9100036621094,2333055.0,318.7288818359375
2008-07-08,408.760009765625,396.20001220703125,404.0,402.19000244140625,3080565.0,311.2076416015625
2008-07-09,429.94000244140625,412.7300109863281,416.0,419.30999755859375,3741110.0,324.4548034667969
2008-07-10,432.7799987792969,411.0,414.0,423.2699890136719,4424635.0,327.51904296875
2008-07-11,426.6000061035156,394.0,425.0,399.6400146484375,4621795.0,309.2344970703125
2008-07-14,400.0,381.0,392.0199890136719,386.7099914550781,4602880.0,299.2294921875
2008-07-15,385.9800109863281,350.8399963378906,385.9800109863281,359.9100036621094,6855695.0,278.49212646484375
2008-07-16,375.0,336.44000244140625,370.0,343.6600036621094,7375125.0,265.9181823730469
2008-07-17,380.0,351.0,358.9700012207031,377.7200012207031,9278865.0,292.2731628417969
2008-07-18,417.0,380.0,383.0,413.30999755859375,8409290.0,319.8120422363281
