Date,High,Low,Open,Close,Volume,Adj Close
2008-06-09,161.21200561523438,148.16299438476562,157.48800659179688,159.16299438476562,5707796.0,154.8416290283203
2008-06-10,162.98800659179688,147.81199645996094,158.5,156.78799438476562,6120876.0,152.5311279296875
2008-06-11,162.23800659179688,157.52499389648438,160.72500610351562,159.33700561523438,4117584.0,155.0109100341797
2008-06-12,156.25,147.8000030517578,151.51199340820312,155.22500610351562,6921184.0,151.0105743408203
2008-06-13,157.75,152.0,156.5,153.4250030517578,2771692.0,149.2594451904297
2008-06-16,159.5,155.0749969482422,156.23800659179688,157.73800659179688,4240752.0,153.455322265625
2008-06-17,172.22500610351562,156.75,158.0,169.64999389648438,5759460.0,165.04391479492188
2008-06-18,172.25,161.56199645996094,169.64999389648438,162.58700561523438,3687344.0,158.17269897460938
2008-06-19,161.25,152.5,161.25,153.47500610351562,2891708.0,149.30807495117188
2008-06-20,156.25,144.0,154.51199340820312,148.75,6369624.0,144.71139526367188
2008-06-23,149.5,140.0,147.5,140.6750030517578,4150492.0,136.8555908203125
2008-06-24,144.75,132.5,142.5,134.56199645996094,4704952.0,130.90858459472656
2008-06-25,134.9499969482422,127.5,134.56199645996094,131.36300659179688,7937700.0,127.79643249511719
2008-06-26,136.6750030517578,128.25,132.5,130.0500030517578,5190820.0,126.51908874511719
2008-06-27,128.75,121.25,128.75,122.6500015258789,9660756.0,119.31999206542969
2008-06-30,123.0,114.0,123.0,115.375,3966308.0,112.24250793457031
2008-07-01,117.2249984741211,108.93800354003906,112.875,111.13700103759766,6825724.0,108.11957550048828
2008-07-02,124.75,108.75,111.75,120.43800354003906,7285580.0,117.16804504394531
2008-07-03,120.5,104.63700103759766,118.75,107.5250015258789,10683112.0,104.60564422607422
2008-07-04,114.2249984741211,105.25,107.4749984741211,112.73799896240234,14788868.0,109.67710876464844
2008-07-07,121.17500305175781,114.0,114.26200103759766,116.0999984741211,6039648.0,112.94783020019531
2008-07-08,123.75,108.25,113.4749984741211,120.63700103759766,7248040.0,117.36163330078125
2008-07-09,131.0,122.75,124.0,130.0749969482422,6984044.0,126.54338836669922
2008-07-10,134.5,125.2249984741211,127.5,129.5,7582532.0,125.98400115966797
2008-07-11,133.0,124.5,130.0,126.625,6686288.0,123.18706512451172
2008-07-14,128.75,120.875,123.75,122.92500305175781,7873344.0,120.30005645751953
2008-07-15,122.5,113.80000305175781,120.375,116.0,6153020.0,113.52293395996094
2008-07-16,118.69999694824219,110.33799743652344,115.0,111.41200256347656,5064140.0,109.03291320800781
2008-07-17,118.625,115.0,116.19999694824219,117.06199645996094,4412252.0,114.56224060058594
2008-07-18,124.75,114.0250015258789,117.5,117.57499694824219,6664804.0,115.06429290771484
2008-07-21,122.0,115.75,118.75,119.61299896240234,10419180.0,117.05879211425781
2008-07-22,128.625,118.26200103759766,119.25,127.57499694824219,8923388.0,124.85076141357422
