2020-03-19,264.1499938964844,241.0,248.0,258.3500061035156,8727962.0,"258.3500061035156
"
2020-03-20,264.5,247.1999969482422,257.6000061035156,256.3999938964844,7028556.0,"256.3999938964844
"
2020-03-19,1653.949951171875,1431.199951171875,1540.0,1601.199951171875,4906644.0,"1601.199951171875
"
2020-03-20,1757.4000244140625,1570.550048828125,1610.0,1742.949951171875,3127942.0,"1742.949951171875
"
2020-03-19,464.95001220703125,423.75,441.04998779296875,428.25,33243997.0,"428.25
"
2020-03-20,449.70001220703125,414.20001220703125,431.3999938964844,428.1499938964844,30758419.0,"428.1499938964844
"
2020-03-19,2377.39990234375,2032.3499755859375,2119.75,2166.60009765625,1010352.0,"2166.60009765625
"
2020-03-20,2298.89990234375,2153.949951171875,2189.89990234375,2242.300048828125,717890.0,"2242.300048828125
"
2020-03-19,3053.050048828125,2484.699951171875,2800.0,2746.10009765625,8324713.0,"2746.10009765625
"
2020-03-20,3044.0,2621.64990234375,2799.85009765625,2951.89990234375,6108751.0,"2951.89990234375
"
2020-03-19,6205.85009765625,5442.64990234375,5865.0,5785.5,816638.0,"5785.5
"
2020-03-20,6391.9501953125,5700.0,5725.2001953125,6233.0498046875,657189.0,"6233.0498046875
"
2020-03-19,320.0,285.3999938964844,311.0,300.25,13717438.0,"300.25
"
2020-03-20,323.0,298.6000061035156,305.0,317.8500061035156,10188011.0,"317.8500061035156
"
2020-03-19,451.6499938964844,361.75,416.45001220703125,444.75,23574623.0,"444.75
"
2020-03-20,472.0,436.6499938964844,445.0,462.6499938964844,19391202.0,"462.6499938964844
"
2020-03-19,149.89999389648438,120.05000305175781,149.89999389648438,124.05000305175781,22843626.0,"124.05000305175781
"
2020-03-20,155.89999389648438,122.80000305175781,124.19999694824219,148.14999389648438,16256162.0,"148.14999389648438
"
2020-03-19,2404.0,2260.0,2389.0,2318.14990234375,786856.0,"2318.14990234375
"
2020-03-20,2500.89990234375,2294.25,2341.300048828125,2467.800048828125,742349.0,"2467.800048828125
"
2020-03-19,390.75,362.8999938964844,374.79998779296875,374.70001220703125,2926091.0,"374.70001220703125
"
2020-03-20,399.79998779296875,372.45001220703125,379.79998779296875,392.79998779296875,4713063.0,"392.79998779296875
"
2020-03-19,133.5,122.0,128.0,123.55000305175781,28547877.0,"123.55000305175781
"
2020-03-20,135.8000030517578,122.6500015258789,124.5,132.8000030517578,23986832.0,"132.8000030517578
"
2020-03-19,2679.89990234375,2495.050048828125,2608.0,2623.949951171875,967602.0,"2623.949951171875
"
2020-03-20,2949.0,2641.0,2641.0,2897.25,1554516.0,"2897.25
"
2020-03-19,16070.0,14853.0,15150.0,15046.5,161181.0,"15046.5
"
2020-03-20,15999.0,14465.650390625,15394.5,15678.4501953125,211217.0,"15678.4501953125
"
2020-03-19,72.25,65.5999984741211,68.44999694824219,69.4000015258789,25373800.0,"69.4000015258789
"
2020-03-20,82.4000015258789,70.30000305175781,71.0,80.80000305175781,34400366.0,"80.80000305175781
"
2020-03-19,518.7999877929688,481.0,481.0,491.04998779296875,3899814.0,"491.04998779296875
"
2020-03-20,564.7000122070312,488.04998779296875,495.0,529.4000244140625,3028069.0,"529.4000244140625
"
2020-03-19,434.6000061035156,375.25,418.8999938964844,413.45001220703125,9270044.0,"413.45001220703125
"
2020-03-20,461.95001220703125,411.8500061035156,413.5,444.8999938964844,11916116.0,"444.8999938964844
"
2020-03-19,919.9500122070312,795.0,847.0,895.5499877929688,33610024.0,"895.5499877929688
"
2020-03-20,914.5999755859375,824.5499877929688,875.0,882.8499755859375,44309215.0,"882.8499755859375
"
2020-03-19,1789.0,1561.949951171875,1648.0,1712.449951171875,1276786.0,"1712.449951171875
"
2020-03-20,1845.699951171875,1675.0,1725.0,1815.699951171875,1243497.0,"1815.699951171875
"
2020-03-19,107.9000015258789,97.55000305175781,103.0,99.75,11569487.0,"99.75
"
2020-03-20,107.69999694824219,98.69999694824219,101.19999694824219,105.5,13907782.0,"105.5
"
2020-03-19,1899.0,1757.300048828125,1894.300048828125,1838.300048828125,5095006.0,"1838.300048828125
"
2020-03-20,2078.89990234375,1850.0,1850.0,2051.699951171875,4250019.0,"2051.699951171875
"
2020-03-19,1703.949951171875,1490.0999755859375,1502.0999755859375,1617.5999755859375,11253577.0,"1617.5999755859375
"
2020-03-20,1776.9000244140625,1535.199951171875,1624.0,1753.949951171875,11367088.0,"1753.949951171875
"
2020-03-19,369.6000061035156,323.0,336.1000061035156,338.54998779296875,57985870.0,"338.54998779296875
"
2020-03-20,359.79998779296875,323.0,328.0,345.70001220703125,88623827.0,"345.70001220703125
"
2020-03-19,163.5500030517578,144.75,150.6999969482422,161.85000610351562,89748454.0,"161.85000610351562
"
2020-03-20,176.5,165.10000610351562,165.10000610351562,175.5,61978889.0,"175.5
"
2020-03-19,90.80000305175781,82.4000015258789,84.44999694824219,87.94999694824219,21202731.0,"87.94999694824219
"
2020-03-20,92.94999694824219,88.0999984741211,89.0,90.5999984741211,19999054.0,"90.5999984741211
"
2020-03-19,472.0,391.75,414.75,444.04998779296875,29186013.0,"444.04998779296875
"
2020-03-20,478.8999938964844,405.25,444.04998779296875,440.3500061035156,28083050.0,"440.3500061035156
"
2020-03-19,558.0,509.25,509.25,545.5499877929688,16583991.0,"545.5499877929688
"
2020-03-20,617.4500122070312,548.0,549.5,585.2000122070312,21352580.0,"585.2000122070312
"
2020-03-19,168.6999969482422,151.6999969482422,157.8000030517578,163.3000030517578,12583063.0,"163.3000030517578
"
